ensembl_gene_id	biomarkerset	external_gene_name	description
ENSG00000143742	PMBCLvsCtrl	SRP9	signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304]
ENSG00000143761	PMBCLvsCtrl	ARF1	ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]
ENSG00000143933	PMBCLvsCtrl	CALM2	calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]
ENSG00000143995	PMBCLvsCtrl	MEIS1	Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]
ENSG00000144224	PMBCLvsCtrl	UBXN4	UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860]
ENSG00000144468	PMBCLvsCtrl	RHBDD1	rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]
ENSG00000144559	PMBCLvsCtrl	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog [Source:HGNC Symbol;Acc:HGNC:25187]
ENSG00000144566	PMBCLvsCtrl	RAB5A	RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]
ENSG00000144744	PMBCLvsCtrl	UBA3	ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470]
ENSG00000144791	PMBCLvsCtrl	LIMD1	LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]
ENSG00000145216	PMBCLvsCtrl	FIP1L1	factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124]
ENSG00000145220	PMBCLvsCtrl	LYAR	Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]
ENSG00000145293	PMBCLvsCtrl	ENOPH1	enolase-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:24599]
ENSG00000145425	PMBCLvsCtrl	RPS3A	ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]
ENSG00000145592	PMBCLvsCtrl	RPL37	ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347]
ENSG00000145632	PMBCLvsCtrl	PLK2	polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]
ENSG00000145715	PMBCLvsCtrl	RASA1	RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]
ENSG00000145741	PMBCLvsCtrl	BTF3	basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]
ENSG00000145920	PMBCLvsCtrl	CPLX2	complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310]
ENSG00000146094	PMBCLvsCtrl	DOK3	docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583]
ENSG00000146122	PMBCLvsCtrl	DAAM2	dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]
ENSG00000146247	PMBCLvsCtrl	PHIP	pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]
ENSG00000146278	PMBCLvsCtrl	PNRC1	proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]
ENSG00000146457	PMBCLvsCtrl	WTAP	WT1 associated protein [Source:HGNC Symbol;Acc:HGNC:16846]
ENSG00000146463	PMBCLvsCtrl	ZMYM4	zinc finger MYM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:13055]
ENSG00000147251	PMBCLvsCtrl	DOCK11	dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483]
ENSG00000147408	PMBCLvsCtrl	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290]
ENSG00000147443	PMBCLvsCtrl	DOK2	docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991]
ENSG00000147459	PMBCLvsCtrl	DOCK5	dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]
ENSG00000147533	PMBCLvsCtrl	GOLGA7	golgin A7 [Source:HGNC Symbol;Acc:HGNC:24876]
ENSG00000147604	PMBCLvsCtrl	RPL7	ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]
ENSG00000147677	PMBCLvsCtrl	EIF3H	eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273]
ENSG00000148180	PMBCLvsCtrl	GSN	gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]
ENSG00000148303	PMBCLvsCtrl	RPL7A	ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364]
ENSG00000148400	PMBCLvsCtrl	NOTCH1	notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]
ENSG00000148600	PMBCLvsCtrl	CDHR1	cadherin related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]
ENSG00000148834	PMBCLvsCtrl	GSTO1	glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]
ENSG00000148843	PMBCLvsCtrl	PDCD11	programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]
ENSG00000148925	PMBCLvsCtrl	BTBD10	BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21445]
ENSG00000149273	PMBCLvsCtrl	RPS3	ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420]
ENSG00000149483	PMBCLvsCtrl	TMEM138	transmembrane protein 138 [Source:HGNC Symbol;Acc:HGNC:26944]
ENSG00000149781	PMBCLvsCtrl	FERMT3	fermitin family member 3 [Source:HGNC Symbol;Acc:HGNC:23151]
ENSG00000149932	PMBCLvsCtrl	TMEM219	transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]
ENSG00000150403	PMBCLvsCtrl	TMCO3	transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]
ENSG00000150527	PMBCLvsCtrl	CTAGE5	CTAGE family member 5, ER export factor [Source:HGNC Symbol;Acc:HGNC:7057]
ENSG00000150681	PMBCLvsCtrl	RGS18	regulator of G protein signaling 18 [Source:HGNC Symbol;Acc:HGNC:14261]
ENSG00000150977	PMBCLvsCtrl	RILPL2	Rab interacting lysosomal protein like 2 [Source:HGNC Symbol;Acc:HGNC:28787]
ENSG00000150991	PMBCLvsCtrl	UBC	ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]
ENSG00000151067	PMBCLvsCtrl	CACNA1C	calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]
ENSG00000151092	PMBCLvsCtrl	NGLY1	N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]
ENSG00000151292	PMBCLvsCtrl	CSNK1G3	casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]
ENSG00000151414	PMBCLvsCtrl	NEK7	NIMA related kinase 7 [Source:HGNC Symbol;Acc:HGNC:13386]
ENSG00000151422	PMBCLvsCtrl	FER	FER tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3655]
ENSG00000151466	PMBCLvsCtrl	SCLT1	sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406]
ENSG00000151694	PMBCLvsCtrl	ADAM17	ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]
ENSG00000151838	PMBCLvsCtrl	CCDC175	coiled-coil domain containing 175 [Source:HGNC Symbol;Acc:HGNC:19847]
ENSG00000152127	PMBCLvsCtrl	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]
ENSG00000152484	PMBCLvsCtrl	USP12	ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:HGNC:20485]
ENSG00000152556	PMBCLvsCtrl	PFKM	phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]
ENSG00000152684	PMBCLvsCtrl	PELO	pelota mRNA surveillance and ribosome rescue factor [Source:HGNC Symbol;Acc:HGNC:8829]
ENSG00000152818	PMBCLvsCtrl	UTRN	utrophin [Source:HGNC Symbol;Acc:HGNC:12635]
ENSG00000153048	PMBCLvsCtrl	CARHSP1	calcium regulated heat stable protein 1 [Source:HGNC Symbol;Acc:HGNC:17150]
ENSG00000153064	PMBCLvsCtrl	BANK1	B cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233]
ENSG00000153094	PMBCLvsCtrl	BCL2L11	BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994]
ENSG00000153113	PMBCLvsCtrl	CAST	calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]
ENSG00000153147	PMBCLvsCtrl	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]
ENSG00000153207	PMBCLvsCtrl	AHCTF1	AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]
ENSG00000153561	PMBCLvsCtrl	RMND5A	required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]
ENSG00000154723	PMBCLvsCtrl	ATP5PF	ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]
ENSG00000155287	PMBCLvsCtrl	SLC25A28	solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]
ENSG00000155307	PMBCLvsCtrl	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]
ENSG00000155313	PMBCLvsCtrl	USP25	ubiquitin specific peptidase 25 [Source:HGNC Symbol;Acc:HGNC:12624]
ENSG00000155465	PMBCLvsCtrl	SLC7A7	solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]
ENSG00000155975	PMBCLvsCtrl	VPS37A	VPS37A, ESCRT-I subunit [Source:HGNC Symbol;Acc:HGNC:24928]
ENSG00000156265	PMBCLvsCtrl	MAP3K7CL	MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]
ENSG00000156508	PMBCLvsCtrl	EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
ENSG00000156515	PMBCLvsCtrl	HK1	hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]
ENSG00000156787	PMBCLvsCtrl	TBC1D31	TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888]
ENSG00000156860	PMBCLvsCtrl	FBRS	fibrosin [Source:HGNC Symbol;Acc:HGNC:20442]
ENSG00000156976	PMBCLvsCtrl	EIF4A2	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]
ENSG00000157106	PMBCLvsCtrl	SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045]
ENSG00000157107	PMBCLvsCtrl	FCHO2	FCH domain only 2 [Source:HGNC Symbol;Acc:HGNC:25180]
ENSG00000157193	PMBCLvsCtrl	LRP8	LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]
ENSG00000157350	PMBCLvsCtrl	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]
ENSG00000158019	PMBCLvsCtrl	BABAM2	BRISC and BRCA1 A complex member 2 [Source:HGNC Symbol;Acc:HGNC:1106]
ENSG00000158163	PMBCLvsCtrl	DZIP1L	DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]
ENSG00000158186	PMBCLvsCtrl	MRAS	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]
ENSG00000158711	PMBCLvsCtrl	ELK4	ELK4, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3326]
ENSG00000158715	PMBCLvsCtrl	SLC45A3	solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]
ENSG00000158786	PMBCLvsCtrl	PLA2G2F	phospholipase A2 group IIF [Source:HGNC Symbol;Acc:HGNC:30040]
ENSG00000158985	PMBCLvsCtrl	CDC42SE2	CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]
ENSG00000159069	PMBCLvsCtrl	FBXW5	F-box and WD repeat domain containing 5 [Source:HGNC Symbol;Acc:HGNC:13613]
ENSG00000159147	PMBCLvsCtrl	DONSON	downstream neighbor of SON [Source:HGNC Symbol;Acc:HGNC:2993]
ENSG00000159256	PMBCLvsCtrl	MORC3	MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]
ENSG00000159461	PMBCLvsCtrl	AMFR	autocrine motility factor receptor [Source:HGNC Symbol;Acc:HGNC:463]
ENSG00000159479	PMBCLvsCtrl	MED8	mediator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:19971]
ENSG00000160013	PMBCLvsCtrl	PTGIR	prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602]
ENSG00000160410	PMBCLvsCtrl	SHKBP1	SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19214]
ENSG00000160551	PMBCLvsCtrl	TAOK1	TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]
ENSG00000160703	PMBCLvsCtrl	NLRX1	NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]
ENSG00000160789	PMBCLvsCtrl	LMNA	lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]
ENSG00000160796	PMBCLvsCtrl	NBEAL2	neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]
ENSG00000160991	PMBCLvsCtrl	ORAI2	ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]
ENSG00000161010	PMBCLvsCtrl	MRNIP	MRN complex interacting protein [Source:HGNC Symbol;Acc:HGNC:30817]
ENSG00000161013	PMBCLvsCtrl	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B [Source:HGNC Symbol;Acc:HGNC:7048]
ENSG00000161642	PMBCLvsCtrl	ZNF385A	zinc finger protein 385A [Source:HGNC Symbol;Acc:HGNC:17521]
ENSG00000161813	PMBCLvsCtrl	LARP4	La ribonucleoprotein domain family member 4 [Source:HGNC Symbol;Acc:HGNC:24320]
ENSG00000161929	PMBCLvsCtrl	SCIMP	SLP adaptor and CSK interacting membrane protein [Source:HGNC Symbol;Acc:HGNC:33504]
ENSG00000162129	PMBCLvsCtrl	CLPB	ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:HGNC Symbol;Acc:HGNC:30664]
ENSG00000162368	PMBCLvsCtrl	CMPK1	cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170]
ENSG00000162695	PMBCLvsCtrl	SLC30A7	solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]
ENSG00000162889	PMBCLvsCtrl	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]
ENSG00000162909	PMBCLvsCtrl	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]
ENSG00000163154	PMBCLvsCtrl	TNFAIP8L2	TNF alpha induced protein 8 like 2 [Source:HGNC Symbol;Acc:HGNC:26277]
ENSG00000163320	PMBCLvsCtrl	CGGBP1	CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888]
ENSG00000163359	PMBCLvsCtrl	COL6A3	collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]
ENSG00000163527	PMBCLvsCtrl	STT3B	STT3B, catalytic subunit of the oligosaccharyltransferase complex [Source:HGNC Symbol;Acc:HGNC:30611]
ENSG00000163554	PMBCLvsCtrl	SPTA1	spectrin alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]
ENSG00000163655	PMBCLvsCtrl	GMPS	guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
ENSG00000163803	PMBCLvsCtrl	PLB1	phospholipase B1 [Source:HGNC Symbol;Acc:HGNC:30041]
ENSG00000163872	PMBCLvsCtrl	YEATS2	YEATS domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25489]
ENSG00000163932	PMBCLvsCtrl	PRKCD	protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]
ENSG00000163945	PMBCLvsCtrl	UVSSA	UV stimulated scaffold protein A [Source:HGNC Symbol;Acc:HGNC:29304]
ENSG00000163946	PMBCLvsCtrl	FAM208A	family with sequence similarity 208 member A [Source:HGNC Symbol;Acc:HGNC:30314]
ENSG00000163950	PMBCLvsCtrl	SLBP	stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]
ENSG00000163964	PMBCLvsCtrl	PIGX	phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046]
ENSG00000164024	PMBCLvsCtrl	METAP1	methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]
ENSG00000164032	PMBCLvsCtrl	H2AFZ	H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741]
ENSG00000164096	PMBCLvsCtrl	C4orf3	chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]
ENSG00000164104	PMBCLvsCtrl	HMGB2	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
ENSG00000164190	PMBCLvsCtrl	NIPBL	NIPBL, cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862]
ENSG00000164236	PMBCLvsCtrl	ANKRD33B	ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:HGNC:35240]
ENSG00000164284	PMBCLvsCtrl	GRPEL2	GrpE like 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21060]
ENSG00000164292	PMBCLvsCtrl	RHOBTB3	Rho related BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18757]
ENSG00000164329	PMBCLvsCtrl	PAPD4	poly(A) RNA polymerase D4, non-canonical [Source:HGNC Symbol;Acc:HGNC:26776]
ENSG00000164332	PMBCLvsCtrl	UBLCP1	ubiquitin like domain containing CTD phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28110]
ENSG00000164430	PMBCLvsCtrl	CGAS	cyclic GMP-AMP synthase [Source:HGNC Symbol;Acc:HGNC:21367]
ENSG00000164463	PMBCLvsCtrl	CREBRF	CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]
ENSG00000164574	PMBCLvsCtrl	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]
ENSG00000164715	PMBCLvsCtrl	LMTK2	lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:17880]
ENSG00000164754	PMBCLvsCtrl	RAD21	RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]
ENSG00000164808	PMBCLvsCtrl	SPIDR	scaffolding protein involved in DNA repair [Source:HGNC Symbol;Acc:HGNC:28971]
ENSG00000164985	PMBCLvsCtrl	PSIP1	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]
ENSG00000165115	PMBCLvsCtrl	KIF27	kinesin family member 27 [Source:HGNC Symbol;Acc:HGNC:18632]
ENSG00000165119	PMBCLvsCtrl	HNRNPK	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]
ENSG00000165688	PMBCLvsCtrl	PMPCA	peptidase, mitochondrial processing alpha subunit [Source:HGNC Symbol;Acc:HGNC:18667]
ENSG00000165689	PMBCLvsCtrl	SDCCAG3	serologically defined colon cancer antigen 3 [Source:HGNC Symbol;Acc:HGNC:10667]
ENSG00000165704	PMBCLvsCtrl	HPRT1	hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]
ENSG00000165732	PMBCLvsCtrl	DDX21	DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]
ENSG00000165801	PMBCLvsCtrl	ARHGEF40	Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]
ENSG00000165879	PMBCLvsCtrl	FRAT1	FRAT1, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:3944]
ENSG00000166091	PMBCLvsCtrl	CMTM5	CKLF like MARVEL transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19176]
ENSG00000166128	PMBCLvsCtrl	RAB8B	RAB8B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30273]
ENSG00000166130	PMBCLvsCtrl	IKBIP	IKBKB interacting protein [Source:HGNC Symbol;Acc:HGNC:26430]
ENSG00000166224	PMBCLvsCtrl	SGPL1	sphingosine-1-phosphate lyase 1 [Source:HGNC Symbol;Acc:HGNC:10817]
ENSG00000166311	PMBCLvsCtrl	SMPD1	sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120]
ENSG00000166333	PMBCLvsCtrl	ILK	integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040]
ENSG00000166501	PMBCLvsCtrl	PRKCB	protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]
ENSG00000166923	PMBCLvsCtrl	GREM1	gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]
ENSG00000166986	PMBCLvsCtrl	MARS	methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6898]
ENSG00000167100	PMBCLvsCtrl	SAMD14	sterile alpha motif domain containing 14 [Source:HGNC Symbol;Acc:HGNC:27312]
ENSG00000167173	PMBCLvsCtrl	C15orf39	chromosome 15 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:24497]
ENSG00000167182	PMBCLvsCtrl	SP2	Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207]
ENSG00000167258	PMBCLvsCtrl	CDK12	cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224]
ENSG00000167658	PMBCLvsCtrl	EEF2	eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]
ENSG00000167670	PMBCLvsCtrl	CHAF1A	chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910]
ENSG00000167685	PMBCLvsCtrl	ZNF444	zinc finger protein 444 [Source:HGNC Symbol;Acc:HGNC:16052]
ENSG00000167881	PMBCLvsCtrl	SRP68	signal recognition particle 68 [Source:HGNC Symbol;Acc:HGNC:11302]
ENSG00000168067	PMBCLvsCtrl	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6864]
ENSG00000168092	PMBCLvsCtrl	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575]
ENSG00000168172	PMBCLvsCtrl	HOOK3	hook microtubule tethering protein 3 [Source:HGNC Symbol;Acc:HGNC:23576]
ENSG00000168175	PMBCLvsCtrl	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]
ENSG00000168300	PMBCLvsCtrl	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]
ENSG00000168374	PMBCLvsCtrl	ARF4	ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]
ENSG00000168610	PMBCLvsCtrl	STAT3	signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]
ENSG00000168653	PMBCLvsCtrl	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712]
ENSG00000168769	PMBCLvsCtrl	TET2	tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941]
ENSG00000168772	PMBCLvsCtrl	CXXC4	CXXC finger protein 4 [Source:HGNC Symbol;Acc:HGNC:24593]
ENSG00000168779	PMBCLvsCtrl	SHOX2	short stature homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10854]
ENSG00000169169	PMBCLvsCtrl	CPT1C	carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]
ENSG00000169220	PMBCLvsCtrl	RGS14	regulator of G protein signaling 14 [Source:HGNC Symbol;Acc:HGNC:9996]
ENSG00000169247	PMBCLvsCtrl	SH3TC2	SH3 domain and tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:29427]
ENSG00000169375	PMBCLvsCtrl	SIN3A	SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]
ENSG00000169704	PMBCLvsCtrl	GP9	glycoprotein IX platelet [Source:HGNC Symbol;Acc:HGNC:4444]
ENSG00000169714	PMBCLvsCtrl	CNBP	CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]
ENSG00000169764	PMBCLvsCtrl	UGP2	UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]
ENSG00000169826	PMBCLvsCtrl	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24292]
ENSG00000169894	PMBCLvsCtrl	MUC3A	mucin 3A, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7513]
ENSG00000170017	PMBCLvsCtrl	ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]
ENSG00000170027	PMBCLvsCtrl	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]
ENSG00000170144	PMBCLvsCtrl	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]
ENSG00000170242	PMBCLvsCtrl	USP47	ubiquitin specific peptidase 47 [Source:HGNC Symbol;Acc:HGNC:20076]
ENSG00000170275	PMBCLvsCtrl	CRTAP	cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379]
ENSG00000170322	PMBCLvsCtrl	NFRKB	nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]
ENSG00000170325	PMBCLvsCtrl	PRDM10	PR/SET domain 10 [Source:HGNC Symbol;Acc:HGNC:13995]
ENSG00000170340	PMBCLvsCtrl	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]
ENSG00000170540	PMBCLvsCtrl	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:697]
ENSG00000170638	PMBCLvsCtrl	TRABD	TraB domain containing [Source:HGNC Symbol;Acc:HGNC:28805]
ENSG00000170759	PMBCLvsCtrl	KIF5B	kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]
ENSG00000170802	PMBCLvsCtrl	FOXN2	forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281]
ENSG00000170852	PMBCLvsCtrl	KBTBD2	kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]
ENSG00000170892	PMBCLvsCtrl	TSEN34	tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]
ENSG00000171148	PMBCLvsCtrl	TADA3	transcriptional adaptor 3 [Source:HGNC Symbol;Acc:HGNC:19422]
ENSG00000171159	PMBCLvsCtrl	C9orf16	chromosome 9 open reading frame 16 [Source:HGNC Symbol;Acc:HGNC:17823]
ENSG00000171161	PMBCLvsCtrl	ZNF672	zinc finger protein 672 [Source:HGNC Symbol;Acc:HGNC:26179]
